ENSMUSG00000089409	ENSMUST00000158784		83078511	83078629	Gm24884-201	Gm24884
ENSMUSG00000028487	ENSMUST00000123276	abnormal palate development	84275095	84675275	Bnc2-003	Bnc2
ENSMUSG00000028487	ENSMUST00000123276	decreased birth body size	84275095	84675275	Bnc2-003	Bnc2
ENSMUSG00000028487	ENSMUST00000123276	neonatal lethality complete penetrance	84275095	84675275	Bnc2-003	Bnc2
ENSMUSG00000028487	ENSMUST00000123276	frontal bone hypoplasia	84275095	84675275	Bnc2-003	Bnc2
ENSMUSG00000028487	ENSMUST00000123276	cleft secondary palate	84275095	84675275	Bnc2-003	Bnc2
ENSMUSG00000028487	ENSMUST00000123276	abnormal maxillary shelf morphology	84275095	84675275	Bnc2-003	Bnc2
ENSMUSG00000028487	ENSMUST00000123276	microcephaly	84275095	84675275	Bnc2-003	Bnc2
ENSMUSG00000028487	ENSMUST00000123276	decreased tongue size	84275095	84675275	Bnc2-003	Bnc2
ENSMUSG00000028487	ENSMUST00000123276	endochondral bone growth	84275095	84675275	Bnc2-003	Bnc2
ENSMUSG00000028487	ENSMUST00000123276	abnormal lung-associated mesenchyme development	84275095	84675275	Bnc2-003	Bnc2
ENSMUSG00000028487	ENSMUST00000123276	abnormal secondary palate development	84275095	84675275	Bnc2-003	Bnc2
ENSMUSG00000028487	ENSMUST00000123276	tongue development	84275095	84675275	Bnc2-003	Bnc2
ENSMUSG00000028487	ENSMUST00000176346	abnormal pterygoid process morphology	84275095	84675275	Bnc2-015	Bnc2
ENSMUSG00000028487	ENSMUST00000176346	meteorism	84275095	84675275	Bnc2-015	Bnc2
ENSMUSG00000028487	ENSMUST00000176346	parietal bone hypoplasia	84275095	84675275	Bnc2-015	Bnc2
ENSMUSG00000028487	ENSMUST00000176346	small alisphenoid bone	84275095	84675275	Bnc2-015	Bnc2
ENSMUSG00000028487	ENSMUST00000176346	abnormal fontanelle morphology	84275095	84675275	Bnc2-015	Bnc2
ENSMUSG00000028487	ENSMUST00000176346	palatal shelves fail to meet at midline	84275095	84675275	Bnc2-015	Bnc2
ENSMUSG00000028487	ENSMUST00000176346	abnormal palate development	84275095	84675275	Bnc2-015	Bnc2
ENSMUSG00000028487	ENSMUST00000176346	decreased birth body size	84275095	84675275	Bnc2-015	Bnc2
ENSMUSG00000028487	ENSMUST00000176346	neonatal lethality complete penetrance	84275095	84675275	Bnc2-015	Bnc2
ENSMUSG00000028487	ENSMUST00000176346	frontal bone hypoplasia	84275095	84675275	Bnc2-015	Bnc2
ENSMUSG00000028487	ENSMUST00000176346	cleft secondary palate	84275095	84675275	Bnc2-015	Bnc2
ENSMUSG00000028487	ENSMUST00000176346	abnormal maxillary shelf morphology	84275095	84675275	Bnc2-015	Bnc2
ENSMUSG00000028487	ENSMUST00000176346	microcephaly	84275095	84675275	Bnc2-015	Bnc2
ENSMUSG00000028487	ENSMUST00000176346	decreased tongue size	84275095	84675275	Bnc2-015	Bnc2
ENSMUSG00000028487	ENSMUST00000176346	endochondral bone growth	84275095	84675275	Bnc2-015	Bnc2
ENSMUSG00000028487	ENSMUST00000176346	abnormal lung-associated mesenchyme development	84275095	84675275	Bnc2-015	Bnc2
ENSMUSG00000028487	ENSMUST00000176346	abnormal secondary palate development	84275095	84675275	Bnc2-015	Bnc2
ENSMUSG00000028487	ENSMUST00000176346	tongue development	84275095	84675275	Bnc2-015	Bnc2
ENSMUSG00000028487	ENSMUST00000177256	abnormal pterygoid process morphology	84275095	84675275	Bnc2-018	Bnc2
ENSMUSG00000028487	ENSMUST00000177256	meteorism	84275095	84675275	Bnc2-018	Bnc2
ENSMUSG00000028487	ENSMUST00000177256	parietal bone hypoplasia	84275095	84675275	Bnc2-018	Bnc2
ENSMUSG00000028487	ENSMUST00000177256	small alisphenoid bone	84275095	84675275	Bnc2-018	Bnc2
ENSMUSG00000028487	ENSMUST00000177256	abnormal fontanelle morphology	84275095	84675275	Bnc2-018	Bnc2
ENSMUSG00000028487	ENSMUST00000177256	palatal shelves fail to meet at midline	84275095	84675275	Bnc2-018	Bnc2
ENSMUSG00000028487	ENSMUST00000177256	abnormal palate development	84275095	84675275	Bnc2-018	Bnc2
ENSMUSG00000028487	ENSMUST00000177256	decreased birth body size	84275095	84675275	Bnc2-018	Bnc2
ENSMUSG00000028487	ENSMUST00000177256	neonatal lethality complete penetrance	84275095	84675275	Bnc2-018	Bnc2
ENSMUSG00000028487	ENSMUST00000177256	frontal bone hypoplasia	84275095	84675275	Bnc2-018	Bnc2
ENSMUSG00000028487	ENSMUST00000177256	cleft secondary palate	84275095	84675275	Bnc2-018	Bnc2
ENSMUSG00000028487	ENSMUST00000177256	abnormal maxillary shelf morphology	84275095	84675275	Bnc2-018	Bnc2
ENSMUSG00000028487	ENSMUST00000177256	microcephaly	84275095	84675275	Bnc2-018	Bnc2
ENSMUSG00000028487	ENSMUST00000177256	decreased tongue size	84275095	84675275	Bnc2-018	Bnc2
ENSMUSG00000028487	ENSMUST00000177256	endochondral bone growth	84275095	84675275	Bnc2-018	Bnc2
ENSMUSG00000028487	ENSMUST00000177256	abnormal lung-associated mesenchyme development	84275095	84675275	Bnc2-018	Bnc2
ENSMUSG00000028487	ENSMUST00000177256	abnormal secondary palate development	84275095	84675275	Bnc2-018	Bnc2
ENSMUSG00000028487	ENSMUST00000177256	tongue development	84275095	84675275	Bnc2-018	Bnc2
ENSMUSG00000028487	ENSMUST00000175756	abnormal pterygoid process morphology	84275095	84675275	Bnc2-013	Bnc2
ENSMUSG00000028487	ENSMUST00000175756	meteorism	84275095	84675275	Bnc2-013	Bnc2
ENSMUSG00000028487	ENSMUST00000175756	parietal bone hypoplasia	84275095	84675275	Bnc2-013	Bnc2
ENSMUSG00000028487	ENSMUST00000175756	small alisphenoid bone	84275095	84675275	Bnc2-013	Bnc2
ENSMUSG00000028487	ENSMUST00000175756	abnormal fontanelle morphology	84275095	84675275	Bnc2-013	Bnc2
ENSMUSG00000028487	ENSMUST00000175756	palatal shelves fail to meet at midline	84275095	84675275	Bnc2-013	Bnc2
ENSMUSG00000028487	ENSMUST00000175756	abnormal palate development	84275095	84675275	Bnc2-013	Bnc2
ENSMUSG00000028487	ENSMUST00000175756	decreased birth body size	84275095	84675275	Bnc2-013	Bnc2
ENSMUSG00000028487	ENSMUST00000175756	neonatal lethality complete penetrance	84275095	84675275	Bnc2-013	Bnc2
ENSMUSG00000028487	ENSMUST00000175756	frontal bone hypoplasia	84275095	84675275	Bnc2-013	Bnc2
ENSMUSG00000028487	ENSMUST00000175756	cleft secondary palate	84275095	84675275	Bnc2-013	Bnc2
ENSMUSG00000028487	ENSMUST00000175756	abnormal maxillary shelf morphology	84275095	84675275	Bnc2-013	Bnc2
ENSMUSG00000028487	ENSMUST00000175756	microcephaly	84275095	84675275	Bnc2-013	Bnc2
ENSMUSG00000028487	ENSMUST00000175756	decreased tongue size	84275095	84675275	Bnc2-013	Bnc2
ENSMUSG00000028487	ENSMUST00000175756	endochondral bone growth	84275095	84675275	Bnc2-013	Bnc2
ENSMUSG00000028487	ENSMUST00000175756	abnormal lung-associated mesenchyme development	84275095	84675275	Bnc2-013	Bnc2
ENSMUSG00000028487	ENSMUST00000175756	abnormal secondary palate development	84275095	84675275	Bnc2-013	Bnc2
ENSMUSG00000028487	ENSMUST00000175756	tongue development	84275095	84675275	Bnc2-013	Bnc2
ENSMUSG00000028487	ENSMUST00000177040	abnormal pterygoid process morphology	84275095	84675275	Bnc2-020	Bnc2
ENSMUSG00000028487	ENSMUST00000177040	meteorism	84275095	84675275	Bnc2-020	Bnc2
ENSMUSG00000028487	ENSMUST00000177040	parietal bone hypoplasia	84275095	84675275	Bnc2-020	Bnc2
ENSMUSG00000028487	ENSMUST00000177040	small alisphenoid bone	84275095	84675275	Bnc2-020	Bnc2
ENSMUSG00000028487	ENSMUST00000177040	abnormal fontanelle morphology	84275095	84675275	Bnc2-020	Bnc2
ENSMUSG00000028487	ENSMUST00000177040	palatal shelves fail to meet at midline	84275095	84675275	Bnc2-020	Bnc2
ENSMUSG00000028487	ENSMUST00000177040	abnormal palate development	84275095	84675275	Bnc2-020	Bnc2
ENSMUSG00000028487	ENSMUST00000177040	decreased birth body size	84275095	84675275	Bnc2-020	Bnc2
ENSMUSG00000028487	ENSMUST00000177040	neonatal lethality complete penetrance	84275095	84675275	Bnc2-020	Bnc2
ENSMUSG00000028487	ENSMUST00000177040	frontal bone hypoplasia	84275095	84675275	Bnc2-020	Bnc2
ENSMUSG00000028487	ENSMUST00000177040	cleft secondary palate	84275095	84675275	Bnc2-020	Bnc2
ENSMUSG00000028487	ENSMUST00000177040	abnormal maxillary shelf morphology	84275095	84675275	Bnc2-020	Bnc2
ENSMUSG00000028487	ENSMUST00000177040	microcephaly	84275095	84675275	Bnc2-020	Bnc2
ENSMUSG00000028487	ENSMUST00000177040	decreased tongue size	84275095	84675275	Bnc2-020	Bnc2
ENSMUSG00000028487	ENSMUST00000177040	endochondral bone growth	84275095	84675275	Bnc2-020	Bnc2
ENSMUSG00000028487	ENSMUST00000177040	abnormal lung-associated mesenchyme development	84275095	84675275	Bnc2-020	Bnc2
ENSMUSG00000028487	ENSMUST00000177040	abnormal secondary palate development	84275095	84675275	Bnc2-020	Bnc2
ENSMUSG00000028487	ENSMUST00000177040	tongue development	84275095	84675275	Bnc2-020	Bnc2
ENSMUSG00000028487	ENSMUST00000176264	abnormal pterygoid process morphology	84275095	84675275	Bnc2-021	Bnc2
ENSMUSG00000028487	ENSMUST00000176264	meteorism	84275095	84675275	Bnc2-021	Bnc2
ENSMUSG00000028487	ENSMUST00000176264	parietal bone hypoplasia	84275095	84675275	Bnc2-021	Bnc2
ENSMUSG00000028487	ENSMUST00000176264	small alisphenoid bone	84275095	84675275	Bnc2-021	Bnc2
ENSMUSG00000028487	ENSMUST00000176264	abnormal fontanelle morphology	84275095	84675275	Bnc2-021	Bnc2
ENSMUSG00000028487	ENSMUST00000176264	palatal shelves fail to meet at midline	84275095	84675275	Bnc2-021	Bnc2
ENSMUSG00000028487	ENSMUST00000176264	abnormal palate development	84275095	84675275	Bnc2-021	Bnc2
ENSMUSG00000028487	ENSMUST00000176264	decreased birth body size	84275095	84675275	Bnc2-021	Bnc2
ENSMUSG00000028487	ENSMUST00000176264	neonatal lethality complete penetrance	84275095	84675275	Bnc2-021	Bnc2
ENSMUSG00000028487	ENSMUST00000176264	frontal bone hypoplasia	84275095	84675275	Bnc2-021	Bnc2
ENSMUSG00000028487	ENSMUST00000176264	cleft secondary palate	84275095	84675275	Bnc2-021	Bnc2
ENSMUSG00000028487	ENSMUST00000176264	abnormal maxillary shelf morphology	84275095	84675275	Bnc2-021	Bnc2
ENSMUSG00000028487	ENSMUST00000176264	microcephaly	84275095	84675275	Bnc2-021	Bnc2
ENSMUSG00000028487	ENSMUST00000176264	decreased tongue size	84275095	84675275	Bnc2-021	Bnc2
ENSMUSG00000028487	ENSMUST00000176264	endochondral bone growth	84275095	84675275	Bnc2-021	Bnc2
ENSMUSG00000028487	ENSMUST00000176264	abnormal lung-associated mesenchyme development	84275095	84675275	Bnc2-021	Bnc2
ENSMUSG00000028487	ENSMUST00000176264	abnormal secondary palate development	84275095	84675275	Bnc2-021	Bnc2
ENSMUSG00000028487	ENSMUST00000176264	tongue development	84275095	84675275	Bnc2-021	Bnc2
ENSMUSG00000028487	ENSMUST00000176370	abnormal pterygoid process morphology	84275095	84675275	Bnc2-014	Bnc2
ENSMUSG00000028487	ENSMUST00000176370	meteorism	84275095	84675275	Bnc2-014	Bnc2
ENSMUSG00000028487	ENSMUST00000176370	parietal bone hypoplasia	84275095	84675275	Bnc2-014	Bnc2
ENSMUSG00000028487	ENSMUST00000176370	small alisphenoid bone	84275095	84675275	Bnc2-014	Bnc2
ENSMUSG00000028487	ENSMUST00000176370	abnormal fontanelle morphology	84275095	84675275	Bnc2-014	Bnc2
ENSMUSG00000028487	ENSMUST00000176370	palatal shelves fail to meet at midline	84275095	84675275	Bnc2-014	Bnc2
ENSMUSG00000028487	ENSMUST00000176370	abnormal palate development	84275095	84675275	Bnc2-014	Bnc2
ENSMUSG00000028487	ENSMUST00000176370	decreased birth body size	84275095	84675275	Bnc2-014	Bnc2
ENSMUSG00000028487	ENSMUST00000176370	neonatal lethality complete penetrance	84275095	84675275	Bnc2-014	Bnc2
ENSMUSG00000028487	ENSMUST00000176370	frontal bone hypoplasia	84275095	84675275	Bnc2-014	Bnc2
ENSMUSG00000028487	ENSMUST00000176370	cleft secondary palate	84275095	84675275	Bnc2-014	Bnc2
ENSMUSG00000028487	ENSMUST00000176370	abnormal maxillary shelf morphology	84275095	84675275	Bnc2-014	Bnc2
ENSMUSG00000028487	ENSMUST00000176370	microcephaly	84275095	84675275	Bnc2-014	Bnc2
ENSMUSG00000028487	ENSMUST00000176370	decreased tongue size	84275095	84675275	Bnc2-014	Bnc2
ENSMUSG00000028487	ENSMUST00000176370	endochondral bone growth	84275095	84675275	Bnc2-014	Bnc2
ENSMUSG00000028487	ENSMUST00000176370	abnormal lung-associated mesenchyme development	84275095	84675275	Bnc2-014	Bnc2
ENSMUSG00000028487	ENSMUST00000176370	abnormal secondary palate development	84275095	84675275	Bnc2-014	Bnc2
ENSMUSG00000028487	ENSMUST00000176370	tongue development	84275095	84675275	Bnc2-014	Bnc2
ENSMUSG00000083743	ENSMUST00000119071		84428818	84429124	Gm12421-001	Gm12421
ENSMUSG00000081775	ENSMUST00000119869		84697863	84698910	Gm12420-001	Gm12420
ENSMUSG00000086413	ENSMUST00000141637		84741475	84742291	Gm12415-001	Gm12415
ENSMUSG00000080303	ENSMUST00000116649		84923554	84924189	Gm12419-001	Gm12419
ENSMUSG00000083139	ENSMUST00000118116		84915896	84916837	Gm12418-001	Gm12418
ENSMUSG00000038070	ENSMUST00000047023		84884309	85131921	Cntln-001	Cntln
ENSMUSG00000038070	ENSMUST00000107190		84884309	85131921	Cntln-002	Cntln
ENSMUSG00000038070	ENSMUST00000102819		84884309	85131921	Cntln-003	Cntln
ENSMUSG00000038070	ENSMUST00000169371		84884309	85131921	Cntln-201	Cntln
ENSMUSG00000084267	ENSMUST00000119153		85176527	85176929	Gm12417-001	Gm12417
ENSMUSG00000087349	ENSMUST00000147066		85514327	85783127	Gm12680-001	Gm12680
ENSMUSG00000081862	ENSMUST00000121508		85245451	85245762	Gm12413-001	Gm12413
ENSMUSG00000028488	ENSMUST00000030212	decreased bone mineral density	85205126	85639195	Sh3gl2-001	Sh3gl2
ENSMUSG00000028488	ENSMUST00000030212	decreased bone mineral density	85205126	85639195	Sh3gl2-001	Sh3gl2
ENSMUSG00000028488	ENSMUST00000030212	hypoactivity	85205126	85639195	Sh3gl2-001	Sh3gl2
ENSMUSG00000028488	ENSMUST00000030212	hypoactivity	85205126	85639195	Sh3gl2-001	Sh3gl2
ENSMUSG00000028488	ENSMUST00000030212	decreased vertical activity	85205126	85639195	Sh3gl2-001	Sh3gl2
ENSMUSG00000028488	ENSMUST00000030212	decreased vertical activity	85205126	85639195	Sh3gl2-001	Sh3gl2
ENSMUSG00000028488	ENSMUST00000030212	short tibia	85205126	85639195	Sh3gl2-001	Sh3gl2
ENSMUSG00000028488	ENSMUST00000030212	short tibia	85205126	85639195	Sh3gl2-001	Sh3gl2
ENSMUSG00000028488	ENSMUST00000030212	decreased caudal vertebrae number	85205126	85639195	Sh3gl2-001	Sh3gl2
ENSMUSG00000028488	ENSMUST00000030212	decreased caudal vertebrae number	85205126	85639195	Sh3gl2-001	Sh3gl2
ENSMUSG00000028488	ENSMUST00000030212	decreased body length	85205126	85639195	Sh3gl2-001	Sh3gl2
ENSMUSG00000028488	ENSMUST00000030212	decreased body length	85205126	85639195	Sh3gl2-001	Sh3gl2
ENSMUSG00000028488	ENSMUST00000030212	decreased lean body mass	85205126	85639195	Sh3gl2-001	Sh3gl2
ENSMUSG00000028488	ENSMUST00000030212	decreased lean body mass	85205126	85639195	Sh3gl2-001	Sh3gl2
ENSMUSG00000028488	ENSMUST00000030212	abnormal behavior	85205126	85639195	Sh3gl2-001	Sh3gl2
ENSMUSG00000028488	ENSMUST00000030212	abnormal behavior	85205126	85639195	Sh3gl2-001	Sh3gl2
ENSMUSG00000028488	ENSMUST00000030212	abnormal bone structure	85205126	85639195	Sh3gl2-001	Sh3gl2
ENSMUSG00000028488	ENSMUST00000030212	abnormal bone structure	85205126	85639195	Sh3gl2-001	Sh3gl2
ENSMUSG00000028488	ENSMUST00000030212	decreased bone mineral content	85205126	85639195	Sh3gl2-001	Sh3gl2
ENSMUSG00000028488	ENSMUST00000030212	decreased bone mineral content	85205126	85639195	Sh3gl2-001	Sh3gl2
ENSMUSG00000028488	ENSMUST00000030212	decreased grip strength	85205126	85639195	Sh3gl2-001	Sh3gl2
ENSMUSG00000028488	ENSMUST00000030212	decreased grip strength	85205126	85639195	Sh3gl2-001	Sh3gl2
ENSMUSG00000028488	ENSMUST00000030212	decreased total body fat amount	85205126	85639195	Sh3gl2-001	Sh3gl2
ENSMUSG00000028488	ENSMUST00000030212	decreased total body fat amount	85205126	85639195	Sh3gl2-001	Sh3gl2
ENSMUSG00000028488	ENSMUST00000030212	decreased body length	85205126	85639195	Sh3gl2-001	Sh3gl2
ENSMUSG00000028488	ENSMUST00000030212	abnormal behavior	85205126	85639195	Sh3gl2-001	Sh3gl2
ENSMUSG00000028488	ENSMUST00000030212	hypoactivity	85205126	85639195	Sh3gl2-001	Sh3gl2
ENSMUSG00000028488	ENSMUST00000030212	decreased caudal vertebrae number	85205126	85639195	Sh3gl2-001	Sh3gl2
ENSMUSG00000028488	ENSMUST00000030212	short tibia	85205126	85639195	Sh3gl2-001	Sh3gl2
ENSMUSG00000028488	ENSMUST00000030212	decreased total body fat amount	85205126	85639195	Sh3gl2-001	Sh3gl2
ENSMUSG00000028488	ENSMUST00000030212	decreased bone mineral density	85205126	85639195	Sh3gl2-001	Sh3gl2
ENSMUSG00000028488	ENSMUST00000030212	decreased vertical activity	85205126	85639195	Sh3gl2-001	Sh3gl2
ENSMUSG00000028488	ENSMUST00000030212	abnormal bone structure	85205126	85639195	Sh3gl2-001	Sh3gl2
ENSMUSG00000028488	ENSMUST00000030212	decreased lean body mass	85205126	85639195	Sh3gl2-001	Sh3gl2
ENSMUSG00000028488	ENSMUST00000030212	decreased bone mineral content	85205126	85639195	Sh3gl2-001	Sh3gl2
ENSMUSG00000028488	ENSMUST00000030212	no abnormal phenotype detected	85205126	85639195	Sh3gl2-001	Sh3gl2
ENSMUSG00000028488	ENSMUST00000107188	decreased bone mineral density	85205126	85639195	Sh3gl2-002	Sh3gl2
ENSMUSG00000028488	ENSMUST00000107188	decreased bone mineral density	85205126	85639195	Sh3gl2-002	Sh3gl2
ENSMUSG00000028488	ENSMUST00000107188	hypoactivity	85205126	85639195	Sh3gl2-002	Sh3gl2
ENSMUSG00000028488	ENSMUST00000107188	hypoactivity	85205126	85639195	Sh3gl2-002	Sh3gl2
ENSMUSG00000028488	ENSMUST00000107188	decreased vertical activity	85205126	85639195	Sh3gl2-002	Sh3gl2
ENSMUSG00000028488	ENSMUST00000107188	decreased vertical activity	85205126	85639195	Sh3gl2-002	Sh3gl2
ENSMUSG00000028488	ENSMUST00000107188	short tibia	85205126	85639195	Sh3gl2-002	Sh3gl2
ENSMUSG00000028488	ENSMUST00000107188	short tibia	85205126	85639195	Sh3gl2-002	Sh3gl2
ENSMUSG00000028488	ENSMUST00000107188	decreased caudal vertebrae number	85205126	85639195	Sh3gl2-002	Sh3gl2
ENSMUSG00000028488	ENSMUST00000107188	decreased caudal vertebrae number	85205126	85639195	Sh3gl2-002	Sh3gl2
ENSMUSG00000028488	ENSMUST00000107188	decreased body length	85205126	85639195	Sh3gl2-002	Sh3gl2
ENSMUSG00000028488	ENSMUST00000107188	decreased body length	85205126	85639195	Sh3gl2-002	Sh3gl2
ENSMUSG00000028488	ENSMUST00000107188	decreased lean body mass	85205126	85639195	Sh3gl2-002	Sh3gl2
ENSMUSG00000028488	ENSMUST00000107188	decreased lean body mass	85205126	85639195	Sh3gl2-002	Sh3gl2
ENSMUSG00000028488	ENSMUST00000107188	abnormal behavior	85205126	85639195	Sh3gl2-002	Sh3gl2
ENSMUSG00000028488	ENSMUST00000107188	abnormal behavior	85205126	85639195	Sh3gl2-002	Sh3gl2
ENSMUSG00000028488	ENSMUST00000107188	abnormal bone structure	85205126	85639195	Sh3gl2-002	Sh3gl2
ENSMUSG00000028488	ENSMUST00000107188	abnormal bone structure	85205126	85639195	Sh3gl2-002	Sh3gl2
ENSMUSG00000028488	ENSMUST00000107188	decreased bone mineral content	85205126	85639195	Sh3gl2-002	Sh3gl2
ENSMUSG00000028488	ENSMUST00000107188	decreased bone mineral content	85205126	85639195	Sh3gl2-002	Sh3gl2
ENSMUSG00000028488	ENSMUST00000107188	decreased grip strength	85205126	85639195	Sh3gl2-002	Sh3gl2
ENSMUSG00000028488	ENSMUST00000107188	decreased grip strength	85205126	85639195	Sh3gl2-002	Sh3gl2
ENSMUSG00000028488	ENSMUST00000107188	decreased total body fat amount	85205126	85639195	Sh3gl2-002	Sh3gl2
ENSMUSG00000028488	ENSMUST00000107188	decreased total body fat amount	85205126	85639195	Sh3gl2-002	Sh3gl2
ENSMUSG00000028488	ENSMUST00000107188	decreased body length	85205126	85639195	Sh3gl2-002	Sh3gl2
ENSMUSG00000028488	ENSMUST00000107188	abnormal behavior	85205126	85639195	Sh3gl2-002	Sh3gl2
ENSMUSG00000028488	ENSMUST00000107188	hypoactivity	85205126	85639195	Sh3gl2-002	Sh3gl2
ENSMUSG00000028488	ENSMUST00000107188	decreased caudal vertebrae number	85205126	85639195	Sh3gl2-002	Sh3gl2
ENSMUSG00000028488	ENSMUST00000107188	short tibia	85205126	85639195	Sh3gl2-002	Sh3gl2
ENSMUSG00000028488	ENSMUST00000107188	decreased total body fat amount	85205126	85639195	Sh3gl2-002	Sh3gl2
ENSMUSG00000028488	ENSMUST00000107188	decreased bone mineral density	85205126	85639195	Sh3gl2-002	Sh3gl2
ENSMUSG00000028488	ENSMUST00000107188	decreased vertical activity	85205126	85639195	Sh3gl2-002	Sh3gl2
ENSMUSG00000028488	ENSMUST00000107188	abnormal bone structure	85205126	85639195	Sh3gl2-002	Sh3gl2
ENSMUSG00000028488	ENSMUST00000107188	decreased lean body mass	85205126	85639195	Sh3gl2-002	Sh3gl2
ENSMUSG00000028488	ENSMUST00000107188	decreased bone mineral content	85205126	85639195	Sh3gl2-002	Sh3gl2
ENSMUSG00000028488	ENSMUST00000107188	no abnormal phenotype detected	85205126	85639195	Sh3gl2-002	Sh3gl2
ENSMUSG00000028488	ENSMUST00000107189	decreased bone mineral density	85205126	85639195	Sh3gl2-003	Sh3gl2
ENSMUSG00000028488	ENSMUST00000107189	decreased bone mineral density	85205126	85639195	Sh3gl2-003	Sh3gl2
ENSMUSG00000028488	ENSMUST00000107189	hypoactivity	85205126	85639195	Sh3gl2-003	Sh3gl2
ENSMUSG00000028488	ENSMUST00000107189	hypoactivity	85205126	85639195	Sh3gl2-003	Sh3gl2
ENSMUSG00000028488	ENSMUST00000107189	decreased vertical activity	85205126	85639195	Sh3gl2-003	Sh3gl2
ENSMUSG00000028488	ENSMUST00000107189	decreased vertical activity	85205126	85639195	Sh3gl2-003	Sh3gl2
ENSMUSG00000028488	ENSMUST00000107189	short tibia	85205126	85639195	Sh3gl2-003	Sh3gl2
ENSMUSG00000028488	ENSMUST00000107189	short tibia	85205126	85639195	Sh3gl2-003	Sh3gl2
ENSMUSG00000028488	ENSMUST00000107189	decreased caudal vertebrae number	85205126	85639195	Sh3gl2-003	Sh3gl2
ENSMUSG00000028488	ENSMUST00000107189	decreased caudal vertebrae number	85205126	85639195	Sh3gl2-003	Sh3gl2
ENSMUSG00000028488	ENSMUST00000107189	decreased body length	85205126	85639195	Sh3gl2-003	Sh3gl2
ENSMUSG00000028488	ENSMUST00000107189	decreased body length	85205126	85639195	Sh3gl2-003	Sh3gl2
ENSMUSG00000028488	ENSMUST00000107189	decreased lean body mass	85205126	85639195	Sh3gl2-003	Sh3gl2
ENSMUSG00000028488	ENSMUST00000107189	decreased lean body mass	85205126	85639195	Sh3gl2-003	Sh3gl2
ENSMUSG00000028488	ENSMUST00000107189	abnormal behavior	85205126	85639195	Sh3gl2-003	Sh3gl2
ENSMUSG00000028488	ENSMUST00000107189	abnormal behavior	85205126	85639195	Sh3gl2-003	Sh3gl2
ENSMUSG00000028488	ENSMUST00000107189	abnormal bone structure	85205126	85639195	Sh3gl2-003	Sh3gl2
ENSMUSG00000028488	ENSMUST00000107189	abnormal bone structure	85205126	85639195	Sh3gl2-003	Sh3gl2
ENSMUSG00000028488	ENSMUST00000107189	decreased bone mineral content	85205126	85639195	Sh3gl2-003	Sh3gl2
ENSMUSG00000028488	ENSMUST00000107189	decreased bone mineral content	85205126	85639195	Sh3gl2-003	Sh3gl2
ENSMUSG00000028488	ENSMUST00000107189	decreased grip strength	85205126	85639195	Sh3gl2-003	Sh3gl2
ENSMUSG00000028488	ENSMUST00000107189	decreased grip strength	85205126	85639195	Sh3gl2-003	Sh3gl2
ENSMUSG00000028488	ENSMUST00000107189	decreased total body fat amount	85205126	85639195	Sh3gl2-003	Sh3gl2
ENSMUSG00000028488	ENSMUST00000107189	decreased total body fat amount	85205126	85639195	Sh3gl2-003	Sh3gl2
ENSMUSG00000028488	ENSMUST00000107189	decreased body length	85205126	85639195	Sh3gl2-003	Sh3gl2
ENSMUSG00000028488	ENSMUST00000107189	abnormal behavior	85205126	85639195	Sh3gl2-003	Sh3gl2
ENSMUSG00000028488	ENSMUST00000107189	hypoactivity	85205126	85639195	Sh3gl2-003	Sh3gl2
ENSMUSG00000028488	ENSMUST00000107189	decreased caudal vertebrae number	85205126	85639195	Sh3gl2-003	Sh3gl2
ENSMUSG00000028488	ENSMUST00000107189	short tibia	85205126	85639195	Sh3gl2-003	Sh3gl2
ENSMUSG00000028488	ENSMUST00000107189	decreased total body fat amount	85205126	85639195	Sh3gl2-003	Sh3gl2
ENSMUSG00000028488	ENSMUST00000107189	decreased bone mineral density	85205126	85639195	Sh3gl2-003	Sh3gl2
ENSMUSG00000028488	ENSMUST00000107189	decreased vertical activity	85205126	85639195	Sh3gl2-003	Sh3gl2
ENSMUSG00000028488	ENSMUST00000107189	abnormal bone structure	85205126	85639195	Sh3gl2-003	Sh3gl2
ENSMUSG00000028488	ENSMUST00000107189	decreased lean body mass	85205126	85639195	Sh3gl2-003	Sh3gl2
ENSMUSG00000028488	ENSMUST00000107189	decreased bone mineral content	85205126	85639195	Sh3gl2-003	Sh3gl2
ENSMUSG00000028488	ENSMUST00000107189	no abnormal phenotype detected	85205126	85639195	Sh3gl2-003	Sh3gl2
ENSMUSG00000028488	ENSMUST00000107184	decreased bone mineral density	85205126	85639195	Sh3gl2-004	Sh3gl2
ENSMUSG00000028488	ENSMUST00000107184	decreased bone mineral density	85205126	85639195	Sh3gl2-004	Sh3gl2
ENSMUSG00000028488	ENSMUST00000107184	hypoactivity	85205126	85639195	Sh3gl2-004	Sh3gl2
ENSMUSG00000028488	ENSMUST00000107184	hypoactivity	85205126	85639195	Sh3gl2-004	Sh3gl2
ENSMUSG00000028488	ENSMUST00000107184	decreased vertical activity	85205126	85639195	Sh3gl2-004	Sh3gl2
ENSMUSG00000028488	ENSMUST00000107184	decreased vertical activity	85205126	85639195	Sh3gl2-004	Sh3gl2
ENSMUSG00000028488	ENSMUST00000107184	short tibia	85205126	85639195	Sh3gl2-004	Sh3gl2
ENSMUSG00000028488	ENSMUST00000107184	short tibia	85205126	85639195	Sh3gl2-004	Sh3gl2
